uniprot_acc	002	003	005	008	010	011	018	022	023	024	025	027	028	030	033	034	035	036	037	041	046	049	050	051	052	053	054	056	057	058	060	061	063	067	068	070	075	076	077	078	080	085	086	087	088	089	090	093	098	100	102	103	105	106	107	109	111	112	114	115	118	119	120	121	122	123	125	127	128	131	132	133	135	138	139	141	143	144	150	153
A0A075B6I0	106965.9462944046	228175.6551351997	163217.8060081938	153965.10552253414	200372.8166782373	255861.4838132038	197583.3998996187	496307.381952097	241635.79871625415	96632.57857027568	1813801.7445889015	171615.57829439786	49040.381848612735	904464.0699137872	169083.9856849791	298212.2012666635	106175.25619549036	177022.98900345617	343055.72342052177	303154.3196327462	245885.3624940099	956113.7909009084	318155.67685949523	524900.757781719	432378.9965522106	428562.41455389	120901.419768427	665932.3631155861	758901.1836247437	85979.43025930985	353790.67286537995	193179.52200112352	492970.1051939379	175139.34392321392	219512.20406639625	516760.52650081087	134964.51194640377	59750.73655470024	160031.07883076588	214485.0573089984	174012.09302894908	121172.11115004453	182153.0009009483	164370.50127460388	71629.02893672005	502647.5202597791	883894.2149542392	99174.94412776011	215302.5346730947	148936.0055625257	687088.6522558453	385509.0807838078	210313.8111531209	312565.27953899367	189123.0867338224	591033.7945718095	421146.12466223945	973550.8664958233	305720.1640198409	91418.88276880284	450750.1680308456	809524.8549147241	760499.7463072268	283078.4645319534	606304.0732947945	101928.81222749651	509010.5450924283	230845.5314431916	1458531.1584330725	230722.7362841919	386947.96039818024	702587.0718236169	238710.8287724776	197673.86537102144	277981.23304842087	289901.78917300224	187486.68016029772	91042.21939170042	345427.43046983256	1026518.1460042458
A0A075B6I9	9961989.640930371	12514407.90135935	9758951.314827863	3135305.836254508	2233184.878285194	11531174.51949636	8075257.806687597	13552972.7421234	4591762.261095711	16690401.419703508	53976651.65185875	6738759.341243756	22952350.53044532	23119524.447756305	12823446.508189464	12075352.257434042	1700996.491896917	15798985.554289997	20918724.55225476	18211437.571006496	24903563.37661595	14216246.835277297	41192667.38972035	17388496.909803238	16815978.759438746	16637535.690774178	15771486.640436431	45755067.79199144	40469499.842055745	12832725.962160436	20046253.613881823	14170208.536100931	29472488.347477335	15447691.930247355	24605306.372219365	10146659.587751824	24485346.836716272	22116149.364314392	38176421.84171299	11746876.227077091	8112498.452283727	25681690.21272205	25342011.92492286	9536890.465550536	23096723.3680362	24546724.178236604	14314269.873991655	2262804.760094798	12990716.60173703	12312243.552700749	46253298.6688138	4258533.329040505	5641880.608246065	9209911.612946358	5475609.225602357	2234927.345058967	38704938.75890116	6051981.526041146	16979744.312538985	44627193.84667605	44184429.48973369	22190720.96224222	9944503.039150292	7212456.84561375	10882046.907396682	6056017.433991955	43098683.776964	13368395.989999045	32694361.080140054	16438243.634086331	9970156.546495449	23868734.465088516	22849441.586863194	20871164.98877959	3253511.882071604	4568434.896424073	5769502.215958836	2634754.006322738	5252808.709334619	25189393.63299027
A0A075B6K0	2898919.0075358697	3147544.740243351	600296.8648260976	1376984.5689339323	275018.2875518057	675347.6030155981	1099053.6912771922	202950.3439433804	6047411.305294985	730356.7788128352	3588805.074660404	3095124.4859217075	2829608.0203242237	996890.0681437056	130598.08113689593	951296.9713339696	306724.400582631	1767994.7365314837	5844589.872124937	1598436.953752394	1127453.6105581897	913757.2502098156	604038.7218880499	616034.6600636408	1036658.3557710412	657671.2238505573	1270070.2250920823	1043043.6224171186	1409584.531909501	622983.5193598275	1344395.3369309928	589014.1579068776	731280.5757597495	347370.7371762869	1236142.7020953365	2418355.246512498	665600.2212689888	598179.9087343037	2680682.079121542	1101874.1209922736	327776.1667992433	1037265.69341808	296090.1574992504	2516604.0784180793	6821644.851630046	2622613.201567116	521523.5520793822	525756.1989295598	1034006.5377537184	3209704.593936871	1428728.0020742177	1216349.916023845	4718142.1562565565	644421.737048295	948464.4491747182	638407.6345300878	2883034.147276818	214171.23508423008	4142614.5245749727	3639681.2424249626	2980977.5953802327	854857.7093496717	4451948.80516694	208247.0940320609	597249.3837142135	770897.1944938744	1306044.0514122804	2053858.8902740488	1993053.8854478493	1665216.5087187395	14747675.504597906	975373.5009485382	857250.8895526035	1347734.409390634	177072.5403697577	563879.2758421771	255912.55880634527	889240.8275613311	1119440.7034331122	155225.67878776148
A0A075B6K4	1900965.886239644	1648562.518948039	1361242.5178875136	1284463.0306879594	454903.6949984644	806884.8300578472	1612709.244666006	1572383.704865218	3066053.0293554273	1266090.528081007	5159881.061518472	1544841.524664787	2488680.031744877	1115056.6647112705	516833.27666770737	1352760.0835616298	815110.8973277109	1012756.8266691966	2733134.678146804	1124254.1053696778	1989765.268811211	1079363.2694225854	2540529.7945755455	1243658.5329876654	1225944.2569542371	1781994.2644224835	1360453.4905101643	1792855.8405965085	1006231.4145114193	2700390.757646104	1084496.4516183762	1728116.12216128	963139.7902831296	1221088.8079171677	3810237.245306128	3667805.9181294986	3009690.4947627382	1481603.537591204	4157903.981442413	753690.6941835281	862536.7445136241	2832508.1096937214	1348277.2477714464	1739633.3101476384	2733280.8306302736	2400029.5312034963	733532.3312167778	2396762.489126352	1529838.3754123135	1949020.2113101569	2061303.572859352	1348660.1495990225	1641293.8545750869	2060583.6119773472	709739.8433762622	903067.2226488309	3872812.901025708	710365.5980981583	2895081.37570993	1691992.009295798	972597.3529724032	2308841.9325922886	3055573.8585227933	990630.1378173458	2174935.568870154	1369130.94817768	1202906.9239878454	2244470.4898206033	2575568.0927845426	1562703.2652376082	4877396.637001114	992921.4528078547	1995482.350739185	1640680.1106007996	274760.6781037745	517679.0714209003	415340.9721212169	382014.6249099869	1463742.7566471186	1419650.4932694612
A0A075B6K5	108390.24758016114	191308.84352050637	143513.6506373977	190260.78128283497	139417.77221269067	247341.0886131268	137245.22467915324	135477.22346234563	3110205.50461118	176714.64168520484	156142.02302705016	99892.8950567602	151202.90687320798	103606.3589246616	167100.07067608653	443940.0643240339	129158.42833074702	71040.09627717851	128436.82273841076	111660.11050475192	124217.75517313568	119051.84220689184	190348.95786632271	141104.92154451067	152340.49189169265	95923.10559423931	153717.88725722578	76206.81090793105	265351.1235839877	153828.81321004627	111733.23992673558	255983.33041187585	108872.6889758021	146490.23540712128	364298.03289084055	196414.00354619412	135593.83655750175	101605.39807425534	143595.04312304698	207373.15492171596	113382.08358392316	218945.08072733495	153150.759559928	139098.70535261574	178443.95249753317	140617.40492312255	266264.8946011141	189255.9145903189	143662.84098356206	171118.51634644088	268743.8861578638	147154.60324723562	219567.94648586493	258590.57019459203	156724.1448902463	73752.41748274211	191210.6330079738	120996.95797759354	204286.2172157487	167041.4191897424	239270.517324906	155373.94328413898	136265.0138917374	91493.48894466084	98104.98292690252	96789.8313865699	110972.00502444776	129196.55181634	535787.8372887414	231157.01031318173	144636.00085502653	350605.4616666324	154328.55019662424	322791.7120711284	64004.05515365107	182828.9608815563	88708.79588944248	111808.51859012448	129138.86676667572	134850.7159570585
A0A075B6Q5	1055.9929755146168	694.739375529665	624.7855528281431	250.99422038575028	262.3822494414299	1097.079091127605	1114.7592449064537	1516.945344813562	498.69297620732874	640.5874367148516	4186.144430545315	804.588021348773	809.2465932583532	1918.756508834707	1178.7411641057158	857.0096890425201	583.7751002147562	999.8188676279932	820.9742052280362	3056.0569156752326	477.280338380345	1765.4240876847334	1669.5815214640704	2359.390978524842	1336.401144850689	863.2342602602537	1149.1488204047305	1057.3289765739037	1339.4217421099584	305.9972594731327	666.2815911242437	290.6337291222536	815.6375326970812	839.4367880753707	237.33784663777968	5286.092149129931	1174.6133593515383	1886.4229557796807	720.322682152801	651.4280399381047	210.64777348722853	3084.5685679906896	564.4817057977002	1177.4708928593316	1115.1421653162356	449.1790027049307	1715.91697100547	36995.921238712996	364.3156009880682	1998.051114036424	1108.3556083741223	372.11798076611746	2621.499567119705	1880.3800974723151	631.242200322415	1310.370077851322	2248.974077855213	2271.055628551749	683.7952785784722	866.6375996729245	2576.8375344590845	3283.9822654378286	1924.686605920188	820.7553069126373	567.6486337278037	683.9771126677736	717.4497701680003	581.1759622332665	2379.558640272409	328.1005702582731	1007.5605522633008	1410.493012811193	1895.26574958108	920.8217123751284	370.0482944609616	890.0421692969973	257.77123156700856	926.7275950783388	1032.3955484642663	536.3629443392826
A0A075B6R2	85.56038784534171	66.2214509250532	38.46590928002182	145.17919622602707	41.115112799388065	133.61654038347154	105.7640993598754	10.108103400134082	45.19680165879881	93.99194815890375	496.65246336466737	69.21494308816693	39.309705627463075	23.798468478963972	59.95160588314195	163.3338833268684	25.823065758307973	126.08458832816632	51.45233516805731	118.09767963418604	100.69337828141612	290.6351956208353	45.91068493656894	51.20084317606284	123.49908018986171	45.30656117439927	55.06899824881031	22.118956648558697	272.6773844729221	58.601162772306	29.320818228048747	29.55946289992811	31.971445749907367	40.24241673901297	73.77187780914718	43.35157050346182	161.5878960471293	87.28328789924285	17.415538501603915	25.061534237849607	14.121802217592467	16.653747132916244	116.87699641396226	163.89068814838865	440.871963744998	92.78751452093316	108.74318858025262	228.3241745360222	13.883783519932916	11.839100012887291	213.4085486789636	87.7234398290384	40.85287772849438	31.188891981006577	20.59126497471192	65.23467065923687	25.363896098711223	45.84626167010898	49.53850779710581	51.11453514307861	18.27926707855548	77.93088455159925	213.1102835235725	37.83033416948992	103.96576527094638	36.789728733078	7.873424469467083	105.93570090249963	550.271723803636	49.42230815418899	206.9381979155419	18.4302689613598	23.58469481850494	94.5456805529811	24.28314029241585	18.599384402705688	32.96914698642876	13.990425300066809	63.928735981749554	165.8354070304479
A0A075B6R9	251210.03151990156	339372.4033849274	425580.3557131252	264603.792719968	190846.47179879603	287192.29482534615	246444.0470174415	375788.33750395774	384110.1101912484	314994.5934766707	1280035.4483999033	274481.9978777282	351163.00233693875	226993.45666878123	325609.90552143037	1245718.292462779	856142.6282527279	575696.4873104225	577003.701637371	310664.4107085086	689842.0721887354	1044792.4916514064	172168.13002534374	609681.3098032103	656412.7760715004	248101.44421868637	484960.4074886286	810341.9527311467	1490474.681526596	128384.22257275766	421265.2697851435	231954.4904700469	644707.776190641	235928.36483577412	797776.6656168363	451987.4658503432	489608.3651491306	446904.0362960919	853702.8667624799	1094206.5226702	1122127.2037214704	795351.0485106937	812795.6646378053	256763.8379926948	211160.20773603473	558883.2741362652	112618.3160674874	335403.9802528564	476327.6904529269	1105805.020589742	814188.3505920253	147963.90261042348	476514.72716866265	154964.0842747096	244595.58423127647	148399.78422108165	579190.3340255673	345715.59348819597	232459.31613952125	568326.775198988	1074078.855443261	324485.84607696277	537895.7063637478	190516.1509214954	848634.6951409689	132386.6507525076	535622.9379883818	383216.139273639	941093.8124243764	339988.68039195513	163786.36871469655	400394.3151835806	467352.9655758893	221857.7298149663	397899.655089592	242488.33267710576	195349.97407209527	210493.84583260908	279385.43486331037	352165.12877797073
A0A075B6S2	993251.8403677462	1029984.0340203014	4197625.607053205	11343324.324992169	2511491.0511731766	4155716.210874446	1077260.9842604003	1389794.0987343637	921265.0850075862	724639.0872613823	1520176.8795848065	884198.618683994	813545.3287903453	1216886.927264933	1068464.0932825122	717736.1443158772	1453582.4333895007	2384766.9908235986	4357413.482975332	2997839.52477999	2446994.924494198	2528637.748886768	4266472.2012520805	2985462.3282348975	477592.0461135936	1348371.671109618	9531138.143136304	3698061.531129032	1489470.6794440602	862459.4178540875	2103686.944175469	2131831.979167118	1014107.5193380082	417988.3105729597	2111886.325802122	811375.3038092614	3235201.650469204	8366817.113439991	3960012.567018914	1072817.066379667	833613.4486448375	1479123.8228866984	2854048.5097046304	669073.688169018	1543355.796115226	555320.8039511595	1878438.9547389925	478716.95275586	1491240.7515239618	5141379.65305667	872580.5945185199	7342549.918316469	2452654.6977940197	1723178.2353566731	2043079.2178300363	1644387.8397121178	1678514.933578836	6870477.200544727	1101047.14040141	2489887.6194042293	1221945.4448449458	981362.1884354848	1134994.587296415	612525.120126865	679399.9808835856	667465.8830048968	8675448.572414743	7476685.875118574	2935340.760748403	2258927.0368569884	2874917.311791808	1703793.4806214732	929075.4838266732	1774339.5119913004	1535884.3288196898	834145.3849761437	6862443.417022416	2861740.0987457465	1520663.3478327638	5523617.066694263
